customer_id,email,age,gender,country,customer_since,total_orders,total_items,total_revenue,avg_item_price,last_order_date,first_order_date,days_since_last_order,customer_lifespan_days,cancellation_rate,avg_order_value,order_density,avg_days_between_orders,purchase_interval_std,monthly_order_rate,revenue_per_day,favorite_category,favorite_department,favorite_brand,recency_segment,frequency_segment,safe_lifespan,log_total_revenue,log_avg_order_value,log_total_orders,segment,anomaly_flag,business_segment,action,channel,offer
1610,carlosthompson@example.net,19,M,Belgium,2025-04-19,2,5,1278.89,255.78,2026-04-24,2026-01-22,64,92,0.0,639.44,0.0217,92.0,,0.6521739130434783,13.900978260869566,Accessories,Men,Armani Jeans,Warm,Occasional,92,7.154529415720824,6.462155440133854,1.0986122886681098,1,1,Anomaly,no_action,none,0
40962,williamgutierrez@example.com,51,M,Japan,2023-01-06,4,7,1276.74,182.39,2025-10-25,2023-10-02,245,754,0.25,319.19,0.0053,251.33333333333334,202.6285600139658,0.15915119363395225,1.693289124668435,Accessories,Men,Nautica,Dormant,Occasional,754,7.152848171360671,5.768914569593983,1.6094379124341003,1,1,Anomaly,no_action,none,0
12315,nathanielbrown@example.com,38,M,Japan,2021-12-02,2,5,1273.45,254.69,2024-02-14,2022-05-09,864,646,0.0,636.72,0.0031,646.0,,0.09287925696594426,1.9712848297213623,Accessories,Men,Klondike Sterling,Dormant,Occasional,646,7.150269991975604,6.457899315539165,1.0986122886681098,1,1,Anomaly,no_action,none,0
59276,robertmiller@example.com,23,M,China,2019-01-03,4,10,1271.29,127.13,2023-04-24,2019-02-26,1160,1518,0.5,317.82,0.0026,506.0,419.4246058590269,0.07905138339920949,0.8374769433465086,Jeans,Men,Ben Sherman,Dormant,Occasional,1518,7.148573705336268,5.764626680205501,1.6094379124341003,1,1,Anomaly,no_action,none,0
69492,phillipramos@example.com,56,M,China,2020-07-27,4,6,1266.99,211.16,2024-12-29,2020-09-15,545,1566,0.0,316.75,0.0026,522.0,326.0076686214605,0.07662835249042145,0.8090613026819924,Outerwear & Coats,Men,Calvin Klein,Dormant,Occasional,1566,7.145188248530742,5.761264910069563,1.6094379124341003,1,1,Anomaly,no_action,none,0
17200,haroldbrown@example.net,61,M,Belgium,2025-08-03,2,4,1261.97,315.49,2025-09-28,2025-08-23,272,36,0.0,630.98,0.0556,36.0,,1.6666666666666667,35.054722222222225,Shorts,Men,Dockers,Dormant,Occasional,36,7.141221369099264,6.448857748076506,1.0986122886681098,1,1,Anomaly,no_action,none,0
27853,thomascameron@example.net,41,M,United States,2023-09-28,2,5,1260.49,252.1,2025-10-18,2024-02-11,252,615,0.0,630.25,0.0033,615.0,,0.0975609756097561,2.049577235772358,Outerwear & Coats,Men,Barbour,Dormant,Occasional,615,7.1400488409787455,6.44770198058957,1.0986122886681098,1,1,Anomaly,no_action,none,0
55160,joshuashepherd@example.net,16,M,United States,2021-05-16,3,4,1258.94,314.74,2024-07-23,2021-09-17,704,1040,0.0,419.65,0.0029,520.0,103.23759005323593,0.08653846153846155,1.2105192307692307,Jeans,Men,Alpha Industries,Dormant,Occasional,1040,7.138819379764082,6.041801133996823,1.3862943611198906,1,1,Anomaly,no_action,none,0
11453,jeffreysimmons@example.com,43,M,United States,2019-06-17,2,4,1257.62,314.41,2022-08-21,2020-11-28,1406,631,0.5,628.81,0.0032,631.0,,0.09508716323296354,1.9930586370839936,Jeans,Men,American Essentials,Dormant,Occasional,631,7.137771161638753,6.445418186597395,1.0986122886681098,1,1,Anomaly,no_action,none,0
79623,robertsanders@example.net,38,M,Spain,2021-06-15,4,7,1255.93,179.42,2026-04-22,2021-07-27,66,1730,0.0,313.98,0.0023,576.6666666666666,369.09799963334035,0.06936416184971099,0.725971098265896,Pants,Men,Arc'teryx,Warm,Occasional,1730,7.136427518893225,5.752509144746434,1.6094379124341003,1,1,Anomaly,no_action,none,0
36095,williamhammond@example.org,51,M,China,2021-06-03,2,2,1255.0,627.5,2022-10-14,2021-06-21,1352,480,0.0,627.5,0.0042,480.0,,0.125,2.6145833333333335,Jeans,Men,The North Face,Dormant,Occasional,480,7.135687347028144,6.443336028030302,1.0986122886681098,1,1,Anomaly,no_action,none,0
88922,brandonblack@example.org,53,M,China,2020-02-24,4,10,1236.81,123.68,2026-04-29,2025-04-04,59,390,0.0,309.2,0.0103,130.0,67.08949247087803,0.3076923076923077,3.171307692307692,Outerwear & Coats,Men,Arc'teryx,Warm,Occasional,390,7.121098968122199,5.737217250742439,1.6094379124341003,1,1,Anomaly,no_action,none,0
49097,jeremynichols@example.com,18,M,China,2021-02-04,2,4,1236.25,309.06,2021-07-20,2021-03-04,1803,138,0.0,618.13,0.0145,138.0,,0.4347826086956522,8.958333333333334,Outerwear & Coats,Men,Alpha Industries,Dormant,Occasional,138,7.120646453831996,6.4283152667893795,1.0986122886681098,1,1,Anomaly,no_action,none,0
7003,rickhouston@example.org,33,M,China,2021-08-23,4,5,1231.59,246.32,2024-07-27,2021-11-24,700,976,0.0,307.9,0.0041,325.3333333333333,347.8366474846107,0.12295081967213116,1.2618749999999999,Outerwear & Coats,Men,American Essentials,Dormant,Occasional,976,7.116872925563219,5.733017599924536,1.6094379124341003,1,1,Anomaly,no_action,none,0
4975,valeriemanning@example.com,25,F,China,2025-01-10,4,9,1226.01,136.22,2026-06-06,2025-12-20,21,168,0.25,306.5,0.0238,56.0,38.93584466786357,0.7142857142857143,7.2976785714285715,Blazers & Jackets,Women,Bloom's Outlet,Active,Occasional,168,7.112335594636951,5.728475087246572,1.6094379124341003,1,1,Anomaly,no_action,none,0
11528,kennethconway@example.com,66,M,United States,2020-09-02,3,4,1213.5,303.38,2026-06-04,2023-08-13,23,1026,0.3333,404.5,0.0029,513.0,161.22034611053283,0.08771929824561403,1.182748538011696,Shorts,Men,180s,Active,Occasional,1026,7.102087748442227,6.005120873555468,1.3862943611198906,1,1,Anomaly,no_action,none,0
39594,charlescrawford@example.net,41,M,Brasil,2022-12-01,3,7,1207.18,172.45,2024-05-30,2023-02-01,758,484,0.0,402.39,0.0062,242.0,251.7300141024109,0.18595041322314051,2.4941735537190084,Jeans,Men,7 For All Mankind,Dormant,Occasional,484,7.096870374016893,5.999903835921826,1.3862943611198906,1,1,Anomaly,no_action,none,0
66047,kellymoore@example.net,42,F,Japan,2019-07-04,4,7,1205.27,172.18,2025-11-26,2020-12-31,213,1791,0.25,301.32,0.0022,597.0,694.6761835560508,0.06700167504187604,0.6729592406476829,Outerwear & Coats,Women,Allegra K,Dormant,Occasional,1791,7.095288232826625,5.711486059041233,1.6094379124341003,1,1,Anomaly,no_action,none,0
92326,erinmadden@example.org,35,F,United States,2021-03-01,2,3,1202.98,400.99,2025-04-16,2021-10-13,437,1281,0.0,601.49,0.0016,1281.0,,0.046838407494145196,0.9390944574551132,Active,Women,Icebreaker,Dormant,Occasional,1281,7.093388014435116,6.401071067716696,1.0986122886681098,1,1,Anomaly,no_action,none,0
69200,mikecruz@example.net,43,M,United States,2026-03-27,2,4,1196.56,299.14,2026-05-03,2026-04-22,55,11,0.0,598.28,0.1818,11.0,,2.0,39.88533333333333,Outerwear & Coats,Men,Burk's Bay,Warm,Occasional,30,7.0880414324140215,6.395728934639627,1.0986122886681098,3,1,Anomaly,no_action,none,0
77281,ryanmejia@example.org,27,M,Poland,2019-06-11,2,7,1192.7,170.39,2025-11-24,2024-11-09,215,380,0.0,596.35,0.0053,380.0,,0.15789473684210528,3.138684210526316,Sweaters,Men,Aviator,Dormant,Occasional,380,7.084813006100993,6.392503206263233,1.0986122886681098,1,1,Anomaly,no_action,none,0
86873,karlatucker@example.org,15,F,China,2024-05-25,3,7,1190.89,170.13,2025-09-06,2024-08-29,294,373,0.0,396.96,0.008,186.5,92.63098833543772,0.24128686327077747,3.1927345844504025,Fashion Hoodies & Sweatshirts,Women,Calvin Klein,Dormant,Occasional,373,7.083295561487866,5.9863514977211585,1.3862943611198906,1,1,Anomaly,no_action,none,0
731,joshuablankenship@example.com,30,M,China,2025-08-21,3,6,1189.88,198.31,2026-04-19,2025-11-30,69,140,0.0,396.63,0.0214,70.0,14.142135623730951,0.6428571428571428,8.499142857142857,Outerwear & Coats,Men,Calvin Klein Jeans,Warm,Occasional,140,7.082447808611601,5.9855219246523035,1.3862943611198906,1,1,Anomaly,no_action,none,0
37375,edwardking@example.org,70,M,China,2019-07-26,3,5,1187.42,237.48,2026-06-12,2023-01-09,15,1250,0.0,395.81,0.0024,625.0,715.5920625607861,0.07200000000000001,0.9499360000000001,Shorts,Men,Columbia,Active,Occasional,1250,7.080379972797227,5.983457576706066,1.3862943611198906,1,1,Anomaly,no_action,none,0
41092,jamesmartin@example.org,30,M,South Korea,2025-12-08,3,6,1187.1,197.85,2026-06-07,2026-02-04,20,123,0.0,395.7,0.0244,61.5,40.30508652763321,0.7317073170731708,9.651219512195121,Jeans,Men,Nautica,Active,Occasional,123,7.080110671464242,5.983180327520285,1.3862943611198906,1,1,Anomaly,no_action,none,0
82318,edwinbrooks@example.net,16,M,China,2019-11-12,2,8,1175.17,146.9,2026-06-16,2024-04-20,11,787,0.5,587.59,0.0025,787.0,,0.07623888182973317,1.4932274459974588,Tops & Tees,Men,Bigmansland,Active,Occasional,787,7.070018675834226,6.377729846188519,1.0986122886681098,1,1,Anomaly,no_action,none,0
13292,davidrodriguez@example.com,38,M,United States,2020-06-29,3,7,1174.5,167.79,2024-06-16,2020-11-11,741,1313,0.0,391.5,0.0023,656.5,403.75797205751866,0.06854531607006854,0.8945163747143945,Accessories,Men,Alpinestars,Dormant,Occasional,1313,7.069448867980125,5.972536537222463,1.3862943611198906,1,1,Anomaly,no_action,none,0
12420,larrythomas@example.org,40,M,United Kingdom,2025-09-26,2,5,1167.61,233.52,2026-05-19,2026-04-16,39,33,0.5,583.81,0.0606,33.0,,1.8181818181818181,35.382121212121206,Fashion Hoodies & Sweatshirts,Men,Calvin Klein,Warm,Occasional,33,7.0635702873317125,6.371287008152569,1.0986122886681098,3,1,Anomaly,no_action,none,0
62978,christiannovak@example.com,44,M,South Korea,2019-08-16,3,3,1157.69,385.9,2025-02-09,2025-01-17,503,23,0.0,385.9,0.1304,11.5,6.363961030678928,3.0,38.589666666666666,Suits & Sport Coats,Men,Canada Goose,Dormant,Occasional,30,7.055045335604163,5.9581662617064675,1.3862943611198906,3,1,Anomaly,no_action,none,0
69450,williammiller@example.com,46,M,Brasil,2025-01-03,3,5,1153.94,230.79,2026-03-26,2025-03-03,93,388,0.6667,384.65,0.0077,194.0,28.284271247461902,0.23195876288659795,2.9740721649484536,Sleep & Lounge,Men,Alpha Industries,Cooling,Occasional,388,7.051803673554599,5.954930222380008,1.3862943611198906,1,1,Anomaly,no_action,none,0
11750,stephenmitchell@example.com,31,M,United States,2026-04-11,2,6,1147.53,191.25,2026-06-17,2026-04-25,10,53,0.5,573.76,0.0377,53.0,,1.1320754716981132,21.651509433962264,Fashion Hoodies & Sweatshirts,Men,Eddie Bauer,Active,Occasional,53,7.046238142815432,6.353952562361006,1.0986122886681098,1,1,Anomaly,no_action,none,0
47796,kennethbender@example.org,13,M,Germany,2023-02-20,2,5,1141.99,228.4,2025-01-11,2024-06-04,532,221,0.0,570.99,0.009,221.0,,0.2714932126696833,5.16737556561086,Underwear,Men,Diesel,Dormant,Occasional,221,7.041402914850152,6.349121508709494,1.0986122886681098,1,1,Anomaly,no_action,none,0
48517,christygonzalez@example.net,43,F,Australia,2025-04-20,2,3,1141.0,380.33,2026-04-18,2025-11-06,70,163,0.0,570.5,0.0123,163.0,,0.36809815950920244,7.0,Clothing Sets,Women,Seven7,Warm,Occasional,163,7.040536390215956,6.348264483234865,1.0986122886681098,1,1,Anomaly,no_action,none,0
19251,lesliemiller@example.com,40,M,Germany,2026-03-16,3,5,1138.52,227.7,2026-06-25,2026-03-27,2,90,0.0,379.51,0.0333,45.0,25.45584412271571,1.0,12.650222222222222,Jeans,Men,Champion,Active,Occasional,90,7.0383624000894125,5.941512458165331,1.3862943611198906,1,1,Anomaly,no_action,none,0
27634,colincolon@example.net,31,M,China,2023-01-28,2,3,1132.0,377.33,2025-05-08,2023-12-18,415,507,0.0,566.0,0.0039,507.0,,0.1183431952662722,2.232741617357002,Accessories,Men,J.C. Rags,Dormant,Occasional,507,7.0326242610280065,6.340359303727752,1.0986122886681098,1,1,Anomaly,no_action,none,0
66212,kennethmartin@example.net,42,M,China,2024-08-23,3,7,1131.65,161.66,2026-05-12,2025-05-07,46,370,0.0,377.22,0.0081,185.0,121.62236636408618,0.24324324324324323,3.058513513513514,Active,Men,Allegra K,Warm,Occasional,370,7.032315298917545,5.935476036899127,1.3862943611198906,1,1,Anomaly,no_action,none,0
82699,ryanlewis@example.org,69,M,Brasil,2022-12-24,2,5,1128.99,225.8,2024-10-12,2023-09-04,623,404,0.0,564.49,0.005,404.0,,0.1485148514851485,2.794529702970297,Active,Men,7 For All Mankind,Dormant,Occasional,404,7.029964062109706,6.3376926119338615,1.0986122886681098,1,1,Anomaly,no_action,none,0
996,ericduarte@example.net,38,M,Spain,2023-12-23,4,7,1123.39,160.48,2026-04-27,2024-07-11,61,655,0.0,280.85,0.0061,218.33333333333331,134.6637788469243,0.183206106870229,1.7150992366412214,Outerwear & Coats,Men,Calvin Klein,Warm,Occasional,655,7.0249959453606685,5.6413750145275845,1.6094379124341003,1,0,Regular,no_action,none,0
98282,carlossimpson@example.org,46,M,United States,2025-09-05,4,4,1121.22,280.31,2026-06-10,2026-01-15,17,146,0.25,280.31,0.0274,48.66666666666667,55.77036249956901,0.8219178082191781,7.67958904109589,Outerwear & Coats,Men,Alpha Industries,Active,Occasional,146,7.0230641452931515,5.639457264099644,1.6094379124341003,1,1,Anomaly,no_action,none,0
87966,johnjohnson@example.org,22,M,China,2022-01-07,2,6,1118.14,186.36,2026-02-25,2025-12-25,122,62,0.0,559.07,0.0323,62.0,,0.9677419354838709,18.03451612903226,Suits & Sport Coats,Men,Dan Smith,Cooling,Occasional,62,7.020315812192989,6.328061775917346,1.0986122886681098,1,1,Anomaly,no_action,none,0
69096,davidwebster@example.com,58,M,United States,2023-10-17,2,3,1116.95,372.32,2026-06-18,2025-11-18,9,212,0.0,558.47,0.0094,212.0,,0.2830188679245283,5.268632075471698,Jeans,Men,7 For All Mankind,Active,Occasional,212,7.0192519299958125,6.326989907011464,1.0986122886681098,1,1,Anomaly,no_action,none,0
19627,evangriffin@example.com,38,M,France,2022-04-15,4,8,1110.26,138.78,2026-06-08,2022-05-20,19,1480,0.5,277.56,0.0027,493.3333333333333,90.01296202955069,0.08108108108108107,0.7501756756756757,Fashion Hoodies & Sweatshirts,Men,American Essentials,Active,Occasional,1480,7.013249785662765,5.629633476019879,1.6094379124341003,1,0,Regular,no_action,none,0
99922,tonyaortiz@example.org,47,F,United States,2023-01-16,3,5,1107.1,221.42,2025-07-18,2023-02-11,344,888,0.0,369.03,0.0034,444.0,415.77878733768995,0.10135135135135134,1.2467342342342342,Outerwear & Coats,Women,Allegra K,Dormant,Occasional,888,7.01040211594228,5.913584083432458,1.3862943611198906,1,1,Anomaly,no_action,none,0
52544,samuelturner@example.org,67,M,China,2020-04-13,2,4,1103.9,275.98,2024-12-27,2024-10-02,547,86,0.0,551.95,0.0233,86.0,,0.6976744186046512,12.836046511627908,Outerwear & Coats,Men,Carhartt,Dormant,Occasional,86,7.007510112119129,6.315267581521369,1.0986122886681098,1,1,Anomaly,no_action,none,0
65053,jessicamartin@example.com,45,F,China,2022-10-31,3,5,1098.69,219.74,2025-03-13,2024-01-19,471,419,0.0,366.23,0.0072,209.5,13.435028842544403,0.21479713603818615,2.6221718377088306,Active,Women,Canada Goose,Dormant,Occasional,419,7.0027836008864375,5.9059883547555305,1.3862943611198906,1,1,Anomaly,no_action,none,0
50073,jeffreyolsen@example.net,67,M,Australia,2021-01-15,2,5,1094.83,218.97,2022-12-10,2021-09-11,1295,455,0.5,547.41,0.0044,455.0,,0.13186813186813187,2.40621978021978,Outerwear & Coats,Men,Diesel,Dormant,Occasional,455,6.999267345988189,6.307023182386968,1.0986122886681098,1,1,Anomaly,no_action,none,0
1538,lisagomez@example.com,67,F,China,2022-02-26,2,3,1094.45,364.82,2024-07-10,2023-10-13,717,271,0.0,547.23,0.0074,271.0,,0.22140221402214022,4.038560885608856,Accessories,Women,Catherine Malandrino,Dormant,Occasional,271,6.998920516734229,6.3066949069244345,1.0986122886681098,1,1,Anomaly,no_action,none,0
35570,darrenking@example.net,61,M,France,2021-12-03,4,7,1085.04,155.01,2025-07-29,2023-04-07,333,844,0.0,271.26,0.0047,281.3333333333333,388.19754421342407,0.14218009478672985,1.2855924170616113,Jeans,Men,Dickies,Dormant,Occasional,844,6.990293332228107,5.606757492084327,1.6094379124341003,1,0,High Value - At Risk,winback_vip_offer,email,20
61519,mitchellcarney@example.com,66,M,China,2020-02-14,4,5,1080.35,216.07,2025-06-28,2021-09-02,364,1395,0.5,270.09,0.0029,465.0,660.8275115338344,0.08602150537634409,0.7744444444444444,Suits & Sport Coats,Men,Carhartt,Dormant,Occasional,1395,6.9859655395186975,5.602450869066632,1.6094379124341003,1,0,High Value - At Risk,winback_vip_offer,email,20
99870,michaelkennedy@example.net,12,M,Spain,2025-07-25,2,5,1078.95,215.79,2026-05-05,2025-07-30,53,279,0.0,539.48,0.0072,279.0,,0.2150537634408602,3.867204301075269,Shorts,Men,Dockers,Warm,Occasional,279,6.9846700227502625,6.292457633619435,1.0986122886681098,1,1,Anomaly,no_action,none,0
51872,johnnyferguson@example.com,59,M,United States,2020-01-19,2,4,1075.4,268.85,2023-08-12,2022-02-20,1050,538,1.0,537.7,0.0037,538.0,,0.11152416356877323,1.9988847583643123,Accessories,Men,French Connection,Dormant,Occasional,538,6.981377418852751,6.289158829686488,1.0986122886681098,1,1,Anomaly,no_action,none,0
50968,davidcole@example.org,32,M,Brasil,2025-11-13,2,3,1066.5,355.5,2026-04-03,2025-11-22,85,132,0.5,533.25,0.0152,132.0,,0.45454545454545453,8.079545454545455,Accessories,Men,Carrera,Warm,Occasional,132,6.97307474510278,6.280863894199257,1.0986122886681098,1,1,Anomaly,no_action,none,0
42237,howardhart@example.com,41,M,China,2023-07-08,2,3,1064.94,354.98,2024-10-06,2023-10-28,629,344,0.5,532.47,0.0058,344.0,,0.1744186046511628,3.0957558139534886,Outerwear & Coats,Men,Allegra K,Dormant,Occasional,344,6.9716123179634835,6.27940283673334,1.0986122886681098,1,1,Anomaly,no_action,none,0
32562,deanmartin@example.com,33,M,Brasil,2019-03-21,4,7,1064.42,152.06,2026-03-18,2022-05-14,101,1404,0.25,266.1,0.0028,468.0,268.21819475941595,0.08547008547008547,0.7581339031339032,Outerwear & Coats,Men,Billabong,Cooling,Occasional,1404,6.971124366598798,5.587623120115915,1.6094379124341003,1,0,Regular,no_action,none,0
73567,latoyadiaz@example.com,52,F,Brasil,2022-01-15,4,8,1061.47,132.68,2023-06-13,2022-10-28,1110,228,0.25,265.37,0.0175,76.0,76.54410493303845,0.5263157894736842,4.655570175438597,Blazers & Jackets,Women,Allegra K,Dormant,Occasional,228,6.968351665105831,5.5848863197123455,1.6094379124341003,1,1,Anomaly,no_action,none,0
94015,tammyrobinson@example.org,64,F,United States,2019-02-02,4,5,1060.39,212.08,2024-11-24,2019-06-25,580,1979,0.25,265.1,0.002,659.6666666666666,853.7249752310947,0.0606366851945427,0.5358211217786761,Swim,Women,ASICS,Dormant,Occasional,1979,6.967334648830663,5.583872177983643,1.6094379124341003,1,1,Anomaly,no_action,none,0
31638,raymondjones@example.net,53,M,Germany,2020-06-08,2,6,1059.28,176.55,2026-03-04,2025-10-20,115,135,0.0,529.64,0.0148,135.0,,0.4444444444444444,7.8465185185185184,Swim,Men,Emporio Armani,Cooling,Occasional,135,6.966288303167791,6.274083825217301,1.0986122886681098,1,1,Anomaly,no_action,none,0
